applicant_id,applicant_city,posid,year,aptdummy,female,black,juddummy,instatel,pubpvt,millerd,barnesd,perdued,deald,confirmed_atty_donor,political_donor,experience,sq_exp,gov_timely_donor,gov_nom_ideo_distance,n_times_applied_4_judgeships,number_applicants,median_lsat,gov_donor_amount,imputed_gov_nom_ideo_distance,bivariate_posid_missing,graph_aptdummy,model2_listwise,graph_aptdummym2,model3_listwise,graph_aptdummym3
1154,atlanta,30110,1991,0,1,1,0,0,1,1,0,0,0,,0,11,121,0,,3,21,162,0,.27350399,1,,1,,,0
1337,atlanta,30111,1991,0,1,0,0,1,0,1,0,0,0,confirmed attorney,1,13,169,0,.55910474,1,25,165,0,.55910474,1,,1,,,0
1521,atlanta,30111,1991,0,1,1,0,0,1,1,0,0,0,,0,11,121,0,,3,25,159,0,.27350399,1,,1,,,0
1962,decatur,30111,1991,0,0,0,1,1,1,1,0,0,0,,0,15,225,0,,6,25,165,0,.67528963,1,,1,,,0
289,atlanta,30111,1991,0,0,0,0,1,1,1,0,0,0,,0,20,400,0,,1,25,165,0,.27350399,1,,1,,,0
2042,decatur,30111,1991,0,1,1,0,1,1,1,0,0,0,confirmed attorney,1,15,225,0,.55254012,3,25,165,0,.55254012,1,,1,,,0
492,decatur,30111,1991,0,0,0,0,1,0,1,0,0,0,,0,10,100,0,,3,25,165,0,.67528963,1,,1,,,0
1851,decatur,30111,1991,0,0,0,0,1,1,1,0,0,0,confirmed attorney,1,9,81,0,.15571253,3,25,145,0,.15571253,1,,1,,,0
80,stone mountain,30111,1991,0,0,0,0,1,0,1,0,0,0,,0,12,144,0,,3,25,165,0,.77366543,1,,1,,,0
757,atlanta,30111,1991,0,1,0,0,1,1,1,0,0,0,,0,13,169,0,,1,25,145,0,.27350399,1,,1,,,0
1154,atlanta,30111,1991,0,1,1,0,0,1,1,0,0,0,,0,11,121,0,,3,25,162,0,.27350399,1,,1,,,0
1939,atlanta,30111,1991,0,1,1,1,0,0,1,0,0,0,,0,18,324,0,,1,25,155,0,.27350399,1,,1,,,0
671,atlanta,30111,1991,0,1,1,0,1,1,1,0,0,0,,0,13,169,0,,1,25,165,0,.27350399,1,,1,,,0
1704,decatur,30111,1991,0,0,0,0,1,1,1,0,0,0,,0,11,121,0,,3,25,145,0,.67528963,1,,1,,,0
1331,atlanta,30111,1991,0,1,0,0,1,1,1,0,0,0,confirmed attorney,1,20,400,0,.53095186,3,25,165,0,.53095186,1,,1,,,0
1193,dunwoody,30111,1991,0,0,1,0,0,1,1,0,0,0,,0,18,324,0,,3,25,159,0,.18497808,1,,1,,,0
2289,decatur,30111,1991,0,0,1,0,0,1,1,0,0,0,confirmed attorney,1,16,256,0,.46539316,6,25,171,0,.46539316,1,,1,,,0
1999,atlanta,30111,1991,0,0,0,0,0,1,1,0,0,0,confirmed attorney,1,18,324,0,.51312733,1,25,165,0,.51312733,1,,1,,,0
284,atlanta,30111,1991,0,1,1,0,1,1,1,0,0,0,,0,13,169,0,,3,25,165,0,.27350399,1,,1,,,0
727,decatur,30111,1991,0,0,1,0,0,1,1,0,0,0,,0,16,256,0,,3,25,159,0,.67528963,1,,1,,,0
2174,atlanta,30111,1991,0,0,1,0,1,1,1,0,0,0,,0,13,169,0,,3,25,150,0,.27350399,1,,1,,,0
1175,decatur,30111,1991,1,1,1,1,1,0,1,0,0,0,,0,11,121,0,,5,25,165,0,.67528963,1,,1,,,.2
2198,decatur,30111,1991,0,1,1,0,1,1,1,0,0,0,,0,20,400,0,,3,25,165,0,.67528963,1,,1,,,0
1153,lithonia,30111,1991,0,0,1,0,0,1,1,0,0,0,,0,11,121,0,,3,25,162,0,.5387041,1,,1,,,0
2643,decatur,30111,1991,0,1,0,0,1,1,1,0,0,0,,0,13,169,0,,3,25,165,0,.67528963,1,,1,,,0
184,atlanta,30111,1991,0,0,1,0,1,1,1,0,0,0,,0,15,225,0,,5,25,150,0,.27350399,1,,1,,,0
1978,macon,30112,1991,0,0,1,0,1,1,1,0,0,0,confirmed attorney,1,22,484,0,.068069883,1,10,165,0,.068069883,1,,1,,,0
2061,macon,30112,1991,0,0,0,0,1,1,1,0,0,0,confirmed attorney,1,11,121,0,.89071095,1,10,165,0,.89071095,1,,1,,,0
1713,macon,30112,1991,0,0,0,0,1,1,1,0,0,0,confirmed attorney,1,24,576,0,.53118908,1,10,155,0,.53118908,1,,1,,,0
16,macon,30112,1991,0,1,0,0,1,1,1,0,0,0,,0,9,81,0,,1,10,155,0,.1541615,1,,1,,,0
2117,macon,30112,1991,0,0,0,0,1,0,1,0,0,0,,0,18,324,0,,1,10,165,0,.1541615,1,,1,,,0
1056,macon,30112,1991,0,0,0,0,1,1,1,0,0,0,,0,11,121,0,,1,10,155,0,.1541615,1,,1,,,0
445,macon,30112,1991,0,1,0,0,1,1,1,0,0,0,confirmed attorney,1,12,144,0,.18781886,1,10,155,0,.18781886,1,,1,,,0
2158,macon,30112,1991,0,0,0,0,1,1,1,0,0,0,,0,19,361,0,,1,10,155,0,.1541615,1,,1,,,0
509,macon,30112,1991,0,0,0,0,1,1,1,0,0,0,confirmed attorney,1,10,100,0,.16784684,1,10,155,0,.16784684,1,,1,,,0
2086,macon,30112,1991,1,0,1,0,1,1,1,0,0,0,,0,18,324,0,,1,10,155,0,.1541615,1,,1,,,.2
1212,athens,30113,1991,0,0,0,0,1,0,1,0,0,0,,0,8,64,0,,1,11,165,0,.4753238,,,,,,0
2334,athens,30113,1991,0,0,0,0,1,0,1,0,0,0,confirmed attorney,1,13,169,0,.38701305,1,11,165,0,.38701305,,0,,0,,0
858,athens,30113,1991,0,1,0,0,1,0,1,0,0,0,confirmed attorney,1,10,100,0,.18199468,1,11,165,0,.18199468,,0,,0,,0
914,athens,30113,1991,0,0,0,0,1,0,1,0,0,0,confirmed attorney,1,26,676,0,.078767188,1,11,165,0,.078767188,,0,,0,,0
1611,athens,30113,1991,0,0,0,1,1,0,1,0,0,0,,0,21,441,0,,2,11,165,0,.4753238,,,,,,0
478,athens,30113,1991,0,0,0,0,1,0,1,0,0,0,,0,11,121,0,,1,11,165,0,.4753238,,,,,,0
2291,athens,30113,1991,1,0,0,0,1,0,1,0,0,0,confirmed attorney,1,11,121,0,.28310356,1,11,165,0,.28310356,,.22499999,,.2,,.2
1163,watkinsville,30113,1991,0,0,0,0,1,0,1,0,0,0,,0,19,361,0,,1,11,165,0,.44158727,,,,,,0
1239,athens,30113,1991,0,1,1,0,1,0,1,0,0,0,,0,11,121,0,,1,11,165,0,.4753238,,,,,,0
645,athens,30113,1991,0,0,1,0,1,0,1,0,0,0,,0,19,361,0,,1,11,165,0,.4753238,,,,,,0
2397,athens,30113,1991,0,0,0,0,1,0,1,0,0,0,confirmed attorney,1,22,484,0,.50315571,1,11,165,0,.50315571,,0,,0,,0
194,dawson,30114,1991,1,0,0,0,1,0,1,0,0,0,,0,10,100,0,,1,4,165,0,.48613763,,,,,,.2
2216,colquitt,30114,1991,0,0,0,0,1,0,1,0,0,0,,0,40,1600,0,,1,4,165,0,.024089791,,,,,,0
2132,blakely,30114,1991,0,0,0,1,1,0,1,0,0,0,,0,52,2704,0,,2,4,165,0,.4024784,,,,,,0
1907,dawson,30114,1991,0,0,0,0,1,1,1,0,0,0,,0,9,81,0,,1,4,145,0,.48613763,,,,,,0
1121,lawrenceville,30115,1991,0,0,0,0,1,1,1,0,0,0,,0,16,256,0,,3,20,165,0,.14525367,1,,1,,,0
1693,snellville,30115,1991,0,1,0,0,1,1,1,0,0,0,confirmed attorney,1,8,64,0,.25277513,2,20,165,0,.25277513,1,,1,,,0
224,atlanta,30115,1991,0,1,0,0,1,0,1,0,0,0,,0,16,256,0,,1,20,165,0,.27350399,1,,1,,,0
1792,duluth,30115,1991,0,1,0,0,1,1,1,0,0,0,,0,15,225,0,,3,20,145,0,.13151,1,,1,,,0
1714,lawrenceville,30115,1991,0,0,0,1,1,1,1,0,0,0,,0,16,256,0,,4,20,145,0,.14525367,1,,1,,,0
453,lawrenceville,30115,1991,0,0,0,0,1,0,1,0,0,0,,0,12,144,0,,2,20,165,0,.14525367,1,,1,,,0
1638,marietta,30115,1991,0,1,0,0,1,1,1,0,0,0,confirmed attorney,1,12,144,0,.14268897,2,20,145,0,.14268897,1,,1,,,0
2427,lawrenceville,30115,1991,0,1,0,0,1,0,1,0,0,0,confirmed attorney,1,10,100,0,.79190493,2,20,165,0,.79190493,1,,1,,,0
198,snellville,30115,1991,0,1,0,0,0,0,1,0,0,0,,0,5,25,0,,2,20,162,0,.06314408,1,,1,,,0
193,lawrenceville,30115,1991,1,0,0,0,1,1,1,0,0,0,,0,20,400,0,,4,20,150,0,.14525367,1,,1,,,.2
391,norcross,30115,1991,0,0,0,0,1,1,1,0,0,0,,0,7,49,0,,2,20,150,0,.34349152,1,,1,,,0
2328,buford,30115,1991,0,0,0,0,1,1,1,0,0,0,,0,20,400,0,,3,20,165,0,.18473439,1,,1,,,0
397,lawrenceville,30115,1991,0,0,0,0,1,1,1,0,0,0,,0,16,256,0,,2,20,165,0,.14525367,1,,1,,,0
1110,lawrenceville,30115,1991,0,0,0,0,0,1,1,0,0,0,confirmed attorney,1,23,529,0,.013683899,4,20,167,0,.013683899,1,,1,,,0
1199,lawrenceville,30115,1991,0,0,0,0,1,1,1,0,0,0,,0,13,169,0,,2,20,165,0,.14525367,1,,1,,,0
1423,stone mountain,30115,1991,0,0,0,0,1,1,1,0,0,0,confirmed attorney,1,12,144,0,.32912564,2,20,145,0,.32912564,1,,1,,,0
1408,norcross,30115,1991,0,0,0,0,1,1,1,0,0,0,,0,19,361,0,,1,20,150,0,.34349152,1,,1,,,0
1682,snellville,30115,1991,0,0,0,0,1,1,1,0,0,0,confirmed attorney,1,17,289,0,.43917263,2,20,145,0,.43917263,1,,1,,,0
820,lawrenceville,30115,1991,0,0,0,0,1,1,1,0,0,0,,0,42,1764,0,,1,20,165,0,.14525367,1,,1,,,0
1330,duluth,30115,1991,0,0,0,0,0,1,1,0,0,0,,0,24,576,0,,1,20,159,0,.13151,1,,1,,,0
390,canton,30116,1991,0,0,0,0,1,1,1,0,0,0,,0,24,576,0,,3,13,145,0,.66185206,1,,1,,,0
1650,canton,30116,1991,0,0,0,0,1,1,1,0,0,0,unknown career,1,16,256,0,.75285965,1,13,155,0,.75285965,1,,1,,,0
2027,canton,30116,1991,1,0,0,0,1,0,1,0,0,0,,0,18,324,0,,1,13,165,0,.66185206,1,,1,,,.2
697,canton,30116,1991,0,0,0,0,1,1,1,0,0,0,,0,12,144,0,,1,13,145,0,.66185206,1,,1,,,0
899,canton,30116,1991,0,0,0,0,1,0,1,0,0,0,,0,17,289,0,,2,13,165,0,.66185206,1,,1,,,0
384,canton,30116,1991,0,0,0,0,1,1,1,0,0,0,confirmed attorney,1,10,100,0,.017342031,1,13,145,0,.017342031,1,,1,,,0
426,canton,30116,1991,0,0,0,0,1,1,1,0,0,0,,0,9,81,0,,1,13,145,0,.66185206,1,,1,,,0
1597,cumming,30116,1991,0,0,0,0,1,0,1,0,0,0,,0,10,100,0,,1,13,165,0,.61801195,1,,1,,,0
192,canton,30116,1991,0,0,0,0,1,0,1,0,0,0,confirmed attorney,1,18,324,0,.72348392,1,13,165,0,.72348392,1,,1,,,0
226,cumming,30116,1991,0,0,0,0,1,0,1,0,0,0,,0,16,256,0,,1,13,165,0,.61801195,1,,1,,,0
270,cumming,30116,1991,0,0,0,0,0,1,1,0,0,0,confirmed attorney,1,11,121,0,.83759326,1,13,155,0,.83759326,1,,1,,,0
776,canton,30116,1991,0,0,0,0,1,1,1,0,0,0,confirmed attorney,1,12,144,0,.86388469,1,13,145,0,.86388469,1,,1,,,0
2315,canton,30116,1991,0,0,0,0,1,1,1,0,0,0,,0,16,256,0,,1,13,150,0,.66185206,1,,1,,,0
1748,conyers,30117,1991,0,0,0,0,1,1,1,0,0,0,,0,25,625,0,,1,9,165,0,.17738537,,,,,,0
1764,conyers,30117,1991,1,0,0,0,1,0,1,0,0,0,confirmed attorney,1,14,196,0,.56406772,1,9,165,0,.56406772,,.22499999,,.2,,.2
2098,conyers,30117,1991,0,0,0,1,1,1,1,0,0,0,,0,16,256,0,,1,9,150,0,.17738537,,,,,,0
1914,conyers,30117,1991,0,0,0,0,1,1,1,0,0,0,confirmed attorney,1,11,121,0,.50565767,1,9,145,0,.50565767,,0,,0,,0
1391,conyers,30117,1991,0,0,0,0,0,1,1,0,0,0,,0,14,196,0,,1,9,157,0,.17738537,,,,,,0
1159,conyers,30117,1991,0,0,0,0,1,0,1,0,0,0,confirmed attorney,1,12,144,0,.69146222,1,9,165,0,.69146222,,0,,0,,0
1780,conyers,30117,1991,0,0,0,1,1,0,1,0,0,0,confirmed attorney,1,22,484,0,.98838776,2,9,165,0,.98838776,,0,,0,,0
873,conyers,30117,1991,0,1,0,0,1,1,1,0,0,0,confirmed attorney,1,8,64,0,.24391447,1,9,145,0,.24391447,,0,,0,,0
740,conyers,30117,1991,0,1,1,0,1,1,1,0,0,0,,0,13,169,0,,3,9,165,0,.17738537,,,,,,0
304,augusta,30118,1991,0,0,1,0,1,1,1,0,0,0,,0,19,361,0,,1,9,155,0,.23158924,,,,,,0
991,augusta,30118,1991,0,1,0,0,1,0,1,0,0,0,unknown career,1,16,256,0,.1541615,1,9,165,0,.1541615,,0,,0,,0
2478,augusta,30118,1991,0,0,0,0,1,0,1,0,0,0,,0,18,324,0,,1,9,165,0,.23158924,,,,,,0
1405,augusta,30118,1991,0,0,1,0,0,1,1,0,0,0,unknown career,1,12,144,0,.3934148,1,9,153,0,.3934148,,0,,0,,0
1997,augusta,30118,1991,0,1,0,0,1,1,1,0,0,0,,0,13,169,0,,1,9,150,0,.23158924,,,,,,0
2186,augusta,30118,1991,0,0,0,0,1,0,1,0,0,0,confirmed attorney,1,27,729,0,.48484921,2,9,165,0,.48484921,,0,,0,,0
1832,augusta,30118,1991,1,0,0,0,1,1,1,0,0,0,confirmed attorney,1,21,441,0,.50867599,1,9,155,0,.50867599,,.22499999,,.2,,.2
2222,augusta,30118,1991,0,0,0,0,1,0,1,0,0,0,confirmed attorney,1,15,225,0,.13151,1,9,165,0,.13151,,0,,0,,0
42,augusta,30118,1991,0,0,1,0,1,0,1,0,0,0,confirmed attorney,1,15,225,0,.23158924,1,9,165,0,.23158924,,0,,0,,0
490,summerville,30119,1992,1,1,0,0,0,1,1,0,0,0,,0,15,225,0,,1,5,161,0,.38550359,1,,1,,,.2
573,rossville,30119,1992,0,0,0,0,1,0,1,0,0,0,unknown career,1,25,625,0,.95823437,1,5,165,0,.95823437,1,,1,,,0
1080,lafayette,30119,1992,0,0,0,0,1,0,1,0,0,0,,0,10,100,0,,1,5,165,0,.27297556,1,,1,,,0
1654,rossville,30119,1992,0,0,0,0,1,0,1,0,0,0,,0,20,400,0,,1,5,165,0,.52750963,1,,1,,,0
1885,lafayette,30119,1992,0,0,0,1,1,1,1,0,0,0,,0,15,225,0,,2,5,145,0,.27297556,1,,1,,,0
2114,atlanta,30120,1992,0,1,0,0,1,0,1,0,0,0,,0,29,841,0,,4,31,165,0,.27350399,,,,,,0
1224,atlanta,30120,1992,0,0,1,0,1,1,1,0,0,0,unknown career,1,23,529,0,.65636712,4,31,165,0,.65636712,,0,,0,,0
2537,atlanta,30120,1992,0,0,0,1,0,1,1,0,0,0,,0,16,256,0,,5,31,153,0,.27350399,,,,,,0
499,atlanta,30120,1992,0,0,0,0,1,1,1,0,0,0,,0,13,169,0,,4,31,165,0,.27350399,,,,,,0
237,atlanta,30120,1992,0,1,0,0,0,0,1,0,0,0,confirmed attorney,1,6,36,0,.9432773,4,31,162,0,.9432773,,0,,0,,0
2103,atlanta,30120,1992,0,0,0,0,0,0,1,0,0,0,,0,28,784,0,,5,31,170,0,.27350399,,,,,,0
996,atlanta,30120,1992,0,0,0,0,1,1,1,0,0,0,,0,29,841,0,,4,31,165,0,.27350399,,,,,,0
2319,atlanta,30120,1992,0,0,1,0,0,1,1,0,0,0,confirmed attorney,1,19,361,0,.48878115,4,31,170,0,.48878115,,0,,0,,0
2147,atlanta,30120,1992,0,1,0,0,1,1,1,0,0,0,confirmed attorney,1,15,225,0,.81033915,4,31,155,0,.81033915,,0,,0,,0
1003,atlanta,30120,1992,0,1,1,0,0,1,1,0,0,0,confirmed attorney,1,10,100,0,.88937831,4,31,170,0,.88937831,,0,,0,,0
127,college park,30120,1992,0,0,0,0,1,1,1,0,0,0,,0,21,441,0,,4,31,165,0,.70361775,,,,,,0
2436,atlanta,30120,1992,0,1,1,1,0,1,1,0,0,0,,0,12,144,0,,6,31,167,0,.27350399,,,,,,0
1708,atlanta,30120,1992,0,0,0,0,0,1,1,0,0,0,confirmed attorney,1,12,144,0,.57013971,4,31,170,0,.57013971,,0,,0,,0
1531,atlanta,30120,1992,0,1,0,0,1,1,1,0,0,0,,0,16,256,0,,9,31,165,0,.27350399,,,,,,0
1106,atlanta,30120,1992,1,0,1,1,0,1,1,0,0,0,confirmed attorney,1,16,256,0,.19281273,1,31,164,0,.19281273,,.22499999,,.2,,.2
980,atlanta,30120,1992,0,0,1,1,1,1,1,0,0,0,,0,22,484,0,,10,31,150,0,.27350399,,,,,,0
465,atlanta,30120,1992,0,0,0,0,0,0,1,0,0,0,,0,13,169,0,,5,31,162,0,.27350399,,,,,,0
150,atlanta,30120,1992,0,1,1,1,1,1,1,0,0,0,confirmed attorney,1,12,144,0,.064665966,5,31,145,0,.064665966,,0,,0,,0
539,atlanta,30120,1992,0,0,0,0,0,0,1,0,0,0,confirmed attorney,1,31,961,1,.41255587,5,31,165,550,.41255587,,0,,0,,0
1217,atlanta,30120,1992,0,0,0,0,1,0,1,0,0,0,confirmed attorney,1,18,324,0,.0091796005,6,31,165,0,.0091796005,,0,,0,,0
1691,atlanta,30120,1992,0,1,1,0,1,1,1,0,0,0,,0,12,144,0,,7,31,155,0,.27350399,,,,,,0
1480,atlanta,30120,1992,0,1,0,0,1,1,1,0,0,0,confirmed attorney,1,18,324,0,.90638012,4,31,165,0,.90638012,,0,,0,,0
175,atlanta,30120,1992,0,0,0,0,0,1,1,0,0,0,unknown career,1,21,441,0,.65257466,7,31,159,0,.65257466,,0,,0,,0
2060,atlanta,30120,1992,0,0,0,0,0,0,1,0,0,0,,0,23,529,0,,7,31,161,0,.27350399,,,,,,0
2261,atlanta,30120,1992,0,0,1,0,0,0,1,0,0,0,,0,21,441,0,,4,31,169,0,.27350399,,,,,,0
1919,atlanta,30120,1992,0,0,1,0,1,0,1,0,0,0,,0,18,324,0,,4,31,165,0,.27350399,,,,,,0
1689,atlanta,30120,1992,0,1,1,0,1,1,1,0,0,0,,0,11,121,0,,4,31,150,0,.27350399,,,,,,0
1939,roswell,30120,1992,0,1,1,0,0,0,1,0,0,0,,0,19,361,0,,5,31,155,0,.29459995,,,,,,0
1445,atlanta,30120,1992,0,0,0,0,0,1,1,0,0,0,,0,24,576,0,,4,31,172,0,.27350399,,,,,,0
1489,atlanta,30120,1992,0,0,0,0,0,1,1,0,0,0,,0,11,121,0,,5,31,159,0,.27350399,,,,,,0
650,atlanta,30120,1992,0,1,1,0,0,1,1,0,0,0,confirmed attorney,1,14,196,0,.13151,4,31,153,0,.13151,,0,,0,,0
2319,atlanta,30121,1992,0,0,1,0,0,1,1,0,0,0,confirmed attorney,1,19,361,0,.48878115,4,30,170,0,.48878115,,0,,0,,0
1224,atlanta,30121,1992,0,0,1,0,1,1,1,0,0,0,unknown career,1,23,529,0,.65636712,4,30,165,0,.65636712,,0,,0,,0
1489,atlanta,30121,1992,0,0,0,0,0,1,1,0,0,0,,0,11,121,0,,5,30,159,0,.27350399,,,,,,0
2103,atlanta,30121,1992,0,0,0,0,0,0,1,0,0,0,,0,28,784,0,,5,30,170,0,.27350399,,,,,,0
1919,atlanta,30121,1992,0,0,1,0,1,0,1,0,0,0,,0,18,324,0,,4,30,165,0,.27350399,,,,,,0
539,atlanta,30121,1992,0,0,0,0,0,0,1,0,0,0,confirmed attorney,1,31,961,1,.41255587,5,30,165,550,.41255587,,0,,0,,0
1939,roswell,30121,1992,0,1,1,0,0,0,1,0,0,0,,0,19,361,0,,5,30,155,0,.29459995,,,,,,0
465,atlanta,30121,1992,0,0,0,0,0,0,1,0,0,0,,0,13,169,0,,5,30,162,0,.27350399,,,,,,0
2261,atlanta,30121,1992,0,0,1,0,0,0,1,0,0,0,,0,21,441,0,,4,30,169,0,.27350399,,,,,,0
237,atlanta,30121,1992,0,1,0,0,0,0,1,0,0,0,confirmed attorney,1,6,36,0,.9432773,4,30,162,0,.9432773,,0,,0,,0
2436,atlanta,30121,1992,0,1,1,1,0,1,1,0,0,0,,0,12,144,0,,6,30,167,0,.27350399,,,,,,0
1003,atlanta,30121,1992,0,1,1,0,0,1,1,0,0,0,confirmed attorney,1,10,100,0,.88937831,4,30,170,0,.88937831,,0,,0,,0
499,atlanta,30121,1992,0,0,0,0,1,1,1,0,0,0,,0,13,169,0,,4,30,165,0,.27350399,,,,,,0
1531,atlanta,30121,1992,0,1,0,0,1,1,1,0,0,0,,0,16,256,0,,9,30,165,0,.27350399,,,,,,0
1689,atlanta,30121,1992,0,1,1,0,1,1,1,0,0,0,,0,11,121,0,,4,30,150,0,.27350399,,,,,,0
2147,atlanta,30121,1992,0,1,0,0,1,1,1,0,0,0,confirmed attorney,1,15,225,0,.81033915,4,30,155,0,.81033915,,0,,0,,0
1480,atlanta,30121,1992,1,1,0,0,1,1,1,0,0,0,confirmed attorney,1,18,324,0,.90638012,4,30,165,0,.90638012,,.22499999,,.2,,.2
150,atlanta,30121,1992,0,1,1,1,1,1,1,0,0,0,confirmed attorney,1,12,144,0,.064665966,5,30,145,0,.064665966,,0,,0,,0
2537,atlanta,30121,1992,0,0,0,1,0,1,1,0,0,0,,0,16,256,0,,5,30,153,0,.27350399,,,,,,0
1691,atlanta,30121,1992,0,1,1,0,1,1,1,0,0,0,,0,12,144,0,,7,30,155,0,.27350399,,,,,,0
650,atlanta,30121,1992,0,1,1,0,0,1,1,0,0,0,confirmed attorney,1,14,196,0,.13151,4,30,153,0,.13151,,0,,0,,0
980,atlanta,30121,1992,0,0,1,1,1,1,1,0,0,0,,0,22,484,0,,10,30,150,0,.27350399,,,,,,0
2114,atlanta,30121,1992,0,1,0,0,1,0,1,0,0,0,,0,29,841,0,,4,30,165,0,.27350399,,,,,,0
996,atlanta,30121,1992,0,0,0,0,1,1,1,0,0,0,,0,29,841,0,,4,30,165,0,.27350399,,,,,,0
127,college park,30121,1992,0,0,0,0,1,1,1,0,0,0,,0,21,441,0,,4,30,165,0,.70361775,,,,,,0
175,atlanta,30121,1992,0,0,0,0,0,1,1,0,0,0,unknown career,1,21,441,0,.65257466,7,30,159,0,.65257466,,0,,0,,0
2060,atlanta,30121,1992,0,0,0,0,0,0,1,0,0,0,,0,23,529,0,,7,30,161,0,.27350399,,,,,,0
1217,atlanta,30121,1992,0,0,0,0,1,0,1,0,0,0,confirmed attorney,1,18,324,0,.0091796005,6,30,165,0,.0091796005,,0,,0,,0
1445,atlanta,30121,1992,0,0,0,0,0,1,1,0,0,0,,0,24,576,0,,4,30,172,0,.27350399,,,,,,0
1708,atlanta,30121,1992,0,0,0,0,0,1,1,0,0,0,confirmed attorney,1,12,144,0,.57013971,4,30,170,0,.57013971,,0,,0,,0
2304,blairsville,30122,1992,0,0,0,0,1,1,1,0,0,0,unknown career,1,33,1089,0,.2842108,3,8,165,0,.2842108,1,,1,,,0
1849,dahlonega,30122,1992,0,0,0,0,1,0,1,0,0,0,confirmed attorney,1,17,289,0,.86057526,2,8,165,0,.86057526,1,,1,,,0
2252,hiawassee,30122,1992,0,0,0,0,1,0,1,0,0,0,,0,16,256,0,,2,8,165,0,.2289746,1,,1,,,0
132,hiawassee,30122,1992,1,0,0,0,1,0,1,0,0,0,,0,13,169,0,,1,8,165,0,.2289746,1,,1,,,.2
817,cleveland,30122,1992,0,0,0,0,1,0,1,0,0,0,confirmed attorney,1,28,784,0,,3,8,165,0,.30607456,1,,1,,,0
2088,gainesville,30122,1992,0,1,0,0,1,1,1,0,0,0,confirmed attorney,1,9,81,0,.13157643,2,8,155,0,.13157643,1,,1,,,0
2531,cleveland,30122,1992,0,0,0,0,1,0,1,0,0,0,,0,22,484,0,,3,8,165,0,.30607456,1,,1,,,0
817,cleveland,30122,1992,0,0,0,0,1,0,1,0,0,0,confirmed attorney,1,28,784,0,,3,8,165,0,.30607456,1,,1,,,0
2252,hiawassee,30123,1992,0,0,0,0,1,0,1,0,0,0,,0,16,256,0,,2,5,165,0,.2289746,,,,,,0
1849,dahlonega,30123,1992,0,0,0,0,1,0,1,0,0,0,confirmed attorney,1,17,289,0,.86057526,2,5,165,0,.86057526,,0,,0,,0
2088,gainesville,30123,1992,0,1,0,0,1,1,1,0,0,0,confirmed attorney,1,9,81,0,.13157643,2,5,155,0,.13157643,,0,,0,,0
2531,cleveland,30123,1992,0,0,0,0,1,0,1,0,0,0,,0,22,484,0,,3,5,165,0,.30607456,,,,,,0
2304,blairsville,30123,1992,1,0,0,0,1,1,1,0,0,0,unknown career,1,33,1089,0,.2842108,3,5,165,0,.2842108,,.22499999,,.2,,.2
815,dallas,30124,1992,1,0,0,0,1,0,1,0,0,0,,0,23,529,0,,2,5,165,0,.82334304,1,,1,,,.2
1288,cedartown,30124,1992,0,0,1,0,1,0,1,0,0,0,,0,11,121,0,,1,5,165,0,.064047679,1,,1,,,0
2085,dallas,30124,1992,0,0,0,0,1,1,1,0,0,0,,0,25,625,0,,1,5,155,0,.82334304,1,,1,,,0
1068,dallas,30124,1992,0,0,0,0,1,1,1,0,0,0,,0,12,144,0,,2,5,145,0,.82334304,1,,1,,,0
157,dallas,30124,1992,0,0,0,0,1,1,1,0,0,0,confirmed attorney,1,18,324,0,.13151,2,5,150,0,.13151,1,,1,,,0
2427,lawrenceville,30125,1992,0,1,0,0,1,0,1,0,0,0,confirmed attorney,1,11,121,0,.79190493,3,26,165,0,.79190493,1,,1,,,0
1945,atlanta,30125,1992,0,1,0,0,1,1,1,0,0,0,confirmed attorney,1,9,81,0,.1977444,1,26,165,0,.1977444,1,,1,,,0
1836,atlanta,30125,1992,1,0,0,1,1,1,1,0,0,0,,0,20,400,0,,1,26,150,0,.27350399,1,,1,,,.2
198,lawrenceville,30125,1992,0,1,0,0,0,0,1,0,0,0,,0,6,36,0,,3,26,162,0,.14525367,1,,1,,,0
2565,lawrenceville,30125,1992,0,0,0,0,1,1,1,0,0,0,,0,10,100,0,,1,26,165,0,.14525367,1,,1,,,0
1199,lawrenceville,30125,1992,0,0,0,0,1,1,1,0,0,0,,0,14,196,0,,3,26,165,0,.14525367,1,,1,,,0
2126,lawrenceville,30125,1992,0,1,0,0,1,1,1,0,0,0,,0,17,289,0,,1,26,165,0,.14525367,1,,1,,,0
1423,stone mountain,30125,1992,0,0,0,0,1,1,1,0,0,0,confirmed attorney,1,13,169,0,.32912564,3,26,145,0,.32912564,1,,1,,,0
326,lawrenceville,30125,1992,0,0,0,0,1,0,1,0,0,0,,0,18,324,0,,1,26,165,0,.14525367,1,,1,,,0
693,lawrenceville,30125,1992,0,0,0,0,1,1,1,0,0,0,,0,11,121,0,,1,26,155,0,.14525367,1,,1,,,0
2300,lawrenceville,30125,1992,0,1,0,0,1,1,1,0,0,0,,0,12,144,0,,2,26,145,0,.14525367,1,,1,,,0
2498,lawrenceville,30125,1992,0,1,0,0,1,1,1,0,0,0,confirmed attorney,1,14,196,0,.0023822938,3,26,165,0,.0023822938,1,,1,,,0
605,lawrenceville,30125,1992,0,0,0,0,1,0,1,0,0,0,,0,15,225,0,,2,26,165,0,.14525367,1,,1,,,0
